Regulator	Target	MI
JUN	PENK	1
PAWR	NOV	1
WWP1	ERBB4	-1
CHD9	ABCB4	1
TBL1X	ACSL1	1
STAT1	HES1	1
SOX9	POU3F2	-1
NFAT5	CCL2	-1
ELF3	TIMP3	1
HDAC1	MMP28	-1
HDAC4	MMP13	-1
HDAC7	MMP10	-1
HDAC5	SLIT2	-1
STAT1	HEY1	1
CREB5	ATP6V0E1	1
MED12	AXIN2	1
FOXA1	SOD1	1
IL27	IL2	-1
ERCC2	LAMTOR5	-1
ZNF420	TP53AIP1	-1
MYB	IGHE	-1
NFATC3	CD40LG	1
NFATC1	CD40LG	1
NFATC2	CD40LG	1
ERBB4	CXCL12	1
MOV10	NLK	-1
CREB1	MITF	1
HNF1A	ACAT2	1
POU4F1	CDKN1A	1
SOX6	CTNNB1	-1
GABPA	TWNK	1
TP53	CASP10	1
RAD51	STAT5A	1
RAD51	STAT5B	1
TFAP2A	BCL2	-1
THBS1	JUN	1
PCNA	MYC	1
GATA3	TFF3	1
GATA3	TFF1	1
TP53	TAP1	1
RARB	MYC	-1
XBP1	GFPT1	1
PIM1	ID2	1
SOX2	LHX3	1
HELZ2	ACADM	1
ESR1	ZEB1	1
APEX1	MYC	1
IL12RB1	MPO	1
HOXB7	WNT5A	1
TP63	TBXT	1
WT1	SRY	1
RXRA	ITGA6	1
RBL1	MYC	-1
MYC	DDIT3	-1
TFAP2B	PTGDS	1
CDX2	UGT1A8	1
SP1	WT1	1
ATF4	FGF19	1
ATF4	FGF21	1
HIF3A	EPAS1	1
RXRB	ITGA6	1
RXRG	ITGA6	1
NR3C1	YY1	1
SP1	MMRN1	1
PBX1	PF4	1
PBX2	PF4	1
RUNX2	TWIST1	1
SIRT1	TP53	-1
XBP1	HSPA5	1
CHD4	CD79A	-1
IL12RB1	CXCL1	1
ZEB1	PKP3	-1
IL12RB1	CXCL9	1
IRF2	DST	-1
IRF1	DST	-1
SPI1	CLEC4G	1
RUNX3	TCF4	1
TYK2	TBX21	1
MAZ	TSG101	1
MYCN	TP53INP1	-1
TNRC6B	GREB1	-1
TNRC6C	GREB1	-1
TNRC6A	GREB1	-1
MOV10	MYC	-1
NCOR1	ESR1	-1
TFAP2C	ERBB2	1
TFAP2A	ERBB2	1
ERBB2	TFAP2A	1
TFAP2B	ERBB2	1
TP53	MCL1	-1
USF1	CYP1A1	-1
TP53	MCM7	-1
XPC	KIN	1
TGS1	SULT2A1	1
CBFB	LGALS3	1
CREB1	MC2R	1
PAX6	INS	1
ZFP36L1	VEGFA	-1
SP1	PGR	1
SP1	MACROD1	1
TP73	PLPP1	1
UXT	MYC	1
PIAS1	FABP2	1
HIF1A	HBEGF	1
BRD7	BRD2	1
BRD7	BRD3	1
CHD9	UGT1A9	1
MAX	DDIT3	-1
QPCT	CTNNB1	1
HES1	PTEN	-1
TM7SF2	NFYA	1
NFYA	TM7SF2	1
NFYB	TM7SF2	1
NFYC	TM7SF2	1
CCNC	PLIN1	1
EZH2	ADAMTS1	-1
OTX2	TYR	1
NCOA6	CPT2	1
MKL1	TAGLN	1
CRTC2	PPARGC1A	1
CRTC3	PPARGC1A	1
CRTC1	PPARGC1A	1
NCOA1	CPT2	1
NCOA2	CPT2	1
KLF6	MMP9	-1
SEPP1	SMAD4	-1
SEPP1	SMAD3	-1
EP300	CA9	1
XBP1	CXXC1	1
HIF1A	PTK6	1
HES1	CDKN1B	-1
SP1	FASLG	1
SP1	PPL	1
SRF	PLG	1
NFKB1	RGS4	1
TGFBI	GLI2	1
RGS16	GLI1	1
SOX2	POU4F2	-1
FOXP2	NKX2-1	-1
TP53	RCHY1	1
HDAC2	APAF1	-1
NR3C1	SP1	1
ARNTL	F7	1
ALB	EP300	1
KLK3	KLK2	1
KLK2	KLK3	1
HDAC5	FGF2	-1
ICAM1	RELA	1
RELA	ICAM1	1
CREBBP	CREB1	1
SSRP1	CHEK1	1
RBMX	KIT	-1
DACH1	TNFSF11	-1
FOXF1	NKX2-1	-1
MYB	WT1	1
NR1H2	TNF	1
NR1H3	TNF	1
THRAP3	PLIN1	1
IL10	IL6	-1
FOXA1	NKX2-1	-1
IL4	IL18	-1
IL13	IL6	-1
HTRA1	CTNNB1	1
IL12RB1	TNF	1
MYC	WRN	1
IL4	IL1A	-1
IL4	IL1B	-1
EP300	BAX	1
FOXA2	SOX14	1
CREB1	SLC2A3	1
HIF1A	ACE2	-1
SIRT1	CCND1	-1
PDX1	GCK	1
HIF1A	ABCB1	-1
NFKB1	ALOX5	-1
SPDEF	SPINK4	1
FOS	PENK	1
ZFC3H1	GLI2	-1
VDR	CXCL8	1
HIST3H2BB	KDM4B	1
MNAT1	ATM	1
MNAT1	ATR	1
JUND	FOSL1	1
ONECUT1	NEUROG3	1
GCM1	PGF	1
TADA2B	GADD45A	1
BRD7	E2F3	-1
NFATC3	CTSD	1
RUNX2	AR	-1
NFKB1	THBD	-1
H19	GLI1	1
TERT	E2F1	-1
TERT	E2F2	-1
TERT	E2F3	-1
SRF	SERPINE1	-1
HAMP	STAT3	1
STAT3	HAMP	1
FST	GLI2	1
GLI2	FST	1
RPS6KB1	TGFB1	1
RELA	MMP9	1
MMP9	RELA	1
RELA	MMP1	1
RELA	MMP2	1
MMP3	RELA	1
TP53	MAP4	-1
DLX5	IRS2	1
TP63	HELLS	1
EGR1	SNAI1	1
KLF9	PDCD5	1
NKX2-5	GATA4	1
LDLR	PPARGC1A	-1
PDX1	INS	1
INS	PDX1	1
E2F1	XRCC1	1
XRCC1	E2F1	1
FN1	RELA	-1
POU4F1	PMAIP1	-1
SP1	SPN	1
SP1	SP3	1
BCL9	CDX1	1
NCOA6	ACSL1	1
NCOA2	ACSL1	1
NCOA1	ACSL1	1
JUN	GJA1	1
SPDEF	CDH1	1
HDAC7	SLC2A1	1
HDAC5	SLC2A1	1
CEBPE	GATA1	-1
GATA1	CEBPA	-1
NR5A1	SRY	1
HDAC2	FDXR	-1
MEF2C	CKM	1
GLI1	BHLHE41	1
IFNAR2	TERT	-1
HIST1H2BO	MYC	1
HIST1H2BM	MYC	1
HIST1H2BN	MYC	1
HIST1H2BK	MYC	1
HIST1H2BL	MYC	1
HIST1H2BJ	MYC	1
HIST1H2BG	MYC	1
HIST1H2BH	MYC	1
HIST1H2BD	MYC	1
HIST1H2BA	MYC	1
HIST1H2BB	MYC	1
MYC	YY1	1
SIRT1	ARNTL	1
TBL1X	ACOX1	1
GCM2	PTH	1
CDK8	PLIN1	1
HBP1	CDKN1A	-1
EZH2	HOXB13	-1
BTF3	NFKB1	-1
PPARG	CPT1B	1
FOSL1	PLAUR	1
RASGRF1	CTNNB1	1
LMX1B	TCF3	1
JUN	RARG	-1
JUN	RARA	-1
HIST1H2AJ	MYC	1
KLF4	THBD	1
KLF2	THBD	1
LEF1	CYLD	-1
HIST1H2AD	MYC	1
HIST1H2AB	MYC	1
HIST1H2AC	MYC	1
IL12RB2	FASLG	1
SREBF1	FASN	1
IL12RB1	FASLG	1
FOXA1	PRDM15	1
DPY30	ITGA2B	1
SP1	HIST2H4A	1
NRF1	SLC46A1	1
CEBPB	PRSS50	1
JUN	TGFB1	1
TGFB1	JUN	1
HMGA2	CDH1	1
HIF1A	XPC	1
SP100	ETS1	-1
ING1	AFP	-1
MAX	BAX	1
CEBPB	PRDM1	1
CTDSP1	KLK3	-1
CTDSP2	KLK3	-1
HMGA1	CD44	1
BCL11A	GATA1	1
RARA	MACROD1	-1
MYB	ADA	1
RBMX	FOS	-1
SCGB2A2	CTNNB1	1
TOP3A	YY1	1
YY1	TOP3A	1
NFKB1	SNAI1	1
ESR1	HSPB1	1
GATA3	CD40LG	1
SNAI1	VDR	-1
SNAI2	VDR	-1
ETS1	GRPR	1
ESR1	NRIP1	1
PITX1	TRIB2	-1
RAI1	CLOCK	1
ETV4	AGTR1	1
CEBPD	CYP19A1	-1
CEBPB	CYP19A1	-1
EHMT1	IL6	-1
EHMT2	IL6	-1
SMAD7	CDKN2B	-1
SMAD7	CDKN1A	-1
STAT3	S100A11	1
STAT1	S100A10	1
TAF9	BBC3	1
RELA	UPP1	1
SATB1	HBE1	1
ELK1	EIF2AK1	1
NANOG	MTF2	1
TTF1	SFTPC	1
TTF1	SFTPB	1
HIRA	PLB1	-1
POU5F1	TBX18	-1
MAX	CAD	1
MLXIPL	AGPAT1	1
HIST1H1B	HBP1	1
SKI	FHL2	1
HPGD	GLI2	-1
EGR1	CDKN1A	1
JUND	GADD45A	1
FOS	IL2	1
FOS	IL3	1
FOS	IL4	1
FOS	IL5	1
TGS1	GRHL1	1
MYC	BAX	1
WT1	IGF1R	-1
IHH	TGFB2	1
IL4	FN1	1
IL2RG	TNFRSF18	1
IL2RB	TNFRSF18	1
IL2RA	TNFRSF18	1
SRF	FHL2	1
PML	FLT3	1
JUN	FAS	1
MYC	RPL11	1
RPL10	MYC	1
ELL	FANCI	1
PPARG	AGER	-1
NR3C1	AFP	1
JUN	EZR	1
ETS1	TBXA2R	1
LMO2	LEF1	-1
FOSB	MYC	1
RPL22	MYC	1
RPL23	MYC	1
MAMLD1	PBX1	1
VHL	IGF1R	-1
MEF2C	NTF3	1
RPL13	MYC	1
RPL19	MYC	1
RPL32	MYC	1
RPL26	MYC	1
RPL27	MYC	1
TP53BP1	BRCA1	1
MYCN	ABCB1	-1
RXRA	CYP1A1	1
CYP4F2	SREBF1	1
CYP4F2	SREBF2	1
PURA	NFYA	1
MED1	TNFRSF21	1
IL12RB1	FOS	1
BLVRA	GLI2	-1
IL12RB2	FOS	1
TOPBP1	CDKN2A	-1
FOS	JUN	1
RELA	MAT2A	1
MAX	RPL11	1
ESR1	COL18A1	1
HIST1H2AC	KDM4B	1
HIST1H2AD	KDM4B	1
HIST1H2AB	KDM4B	1
HIST1H2AJ	KDM4B	1
ONECUT2	MITF	1
ELOA3D	BRCA1	1
ELOA3B	BRCA1	1
HNF4A	C1QTNF5	1
FBXO43	E2F2	1
FBXO43	E2F3	1
FBXO43	E2F1	1
HOXA5	ARHGEF1	1
CAD	MYC	1
HOXA9	ARHGEF1	1
MYC	CAD	1
NR3C1	SERPINE1	-1
TCF4	MITF	-1
MYB	CA1	1
HIST1H2BN	KDM4B	1
HIST1H2BO	KDM4B	1
HIST1H2BD	KDM4B	1
HIST1H2BB	KDM4B	1
HIST1H2BA	KDM4B	1
HIST1H2BL	KDM4B	1
HIST1H2BM	KDM4B	1
HIST1H2BJ	KDM4B	1
HIST1H2BK	KDM4B	1
HIST1H2BH	KDM4B	1
HIST1H2BG	KDM4B	1
TP53	REEP5	-1
SETBP1	PTPA	-1
TCF4	ABCB1	1
NR1H4	FABP6	1
ESRRA	CYP19A1	1
DUSP1	MYC	-1
TP63	YWHAQ	1
NR2F1	SERPINC1	-1
ZFHX3	MUC5AC	-1
CARM1	TFF1	1
CTNNB1	IGF2BP1	1
CARM1	KLK3	1
CARM1	KLK2	1
CNR1	FOXO1	-1
KLF6	PMAIP1	1
TFDP2	SUZ12	1
TFDP1	SUZ12	1
HNF4A	PCSK9	1
TP53	PDGFRB	1
RELA	BAX	-1
TP53	PCBP4	1
IL18RAP	IL13	1
MEF2A	NRF1	1
FOSB	CXCL8	1
GPNMB	MITF	1
MITF	GPNMB	1
PPID	CTNNB1	1
TP53	ATF3	1
SNAI2	MITF	1
ZNF224	ALDOA	-1
CARM1	GADD45A	1
GATA6	CYP17A1	1
EPAS1	SLC11A2	1
JUN	FABP4	1
CDC25A	NFYA	1
RELA	CCNB1	1
MDM2	KLK3	-1
DNMT1	TERT	1
FOS	TGFB1	1
EDNRA	CYSLTR1	1
EDNRA	CYSLTR2	1
NPC1	SREBF1	1
NPC1	SREBF2	1
HELZ2	ABCB4	1
HELZ2	ABCA1	1
NOTCH3	PLXND1	1
NOTCH1	PLXND1	1
PTGDR	CES3	1
PTGDR	CES1	1
PTGDR	CES2	1
A1BG	A2M	-1
ESR1	PISD	1
RYBP	CDC6	1
MEN1	TERT	-1
PPARA	PDK4	1
PPARD	PDK4	1
HSF1	MICB	1
HSF1	MICA	1
RXRA	ALAS1	1
SUPT5H	FANCI	1
STK11	MYC	1
RELA	CXCL12	1
RELA	CXCL10	1
AHR	IL6	1
TGFB1	IFNG	-1
CDX1	PTGS2	1
ZEB1	E2F1	1
ZNF217	CDH1	-1
H2BFS	CCND1	1
NR1H4	STK11	1
MSX2	BCL2	-1
RELA	CCND1	1
NPM1	GLI1	1
CCND1	RELA	1
RELA	CCND2	1
DDIT3	ANKRD1	-1
SMARCD3	CPT1A	1
EDN1	CYSLTR2	1
FOXO4	CREB1	1
EDN1	CYSLTR1	1
STAT4	LMNB1	-1
STAT3	VIM	1
VIP	STAT1	1
VIP	STAT3	1
ABCA3	NKX2-1	1
IKBKB	CD44	-1
JUN	STMN1	1
ARNT	NDRG1	1
SRF	UBE2S	1
ODC1	MYC	1
MYC	ODC1	1
HDGF	VEGFB	1
HDGF	VEGFA	1
KLF10	CDKN1A	1
ERG	ENG	1
CREBBP	TRIB3	1
NKX3-1	CCND1	-1
SNAI1	AR	1
SNAI2	AR	1
NCOA3	EBAG9	1
ESR1	CXXC5	1
HDAC2	COL1A2	-1
TAL1	NFKB1	-1
JUN	AFP	1
HELZ2	PLIN1	1
HELZ2	PLIN2	1
ZNF521	BGLAP	-1
ESR1	GPAM	1
MAX	ODC1	1
JAK2	CCL3	1
JAK2	CCL4	1
JAK2	CCL2	1
EGF	FOS	1
FOXQ1	RSPO2	1
NFKB1	HOXA9	-1
HOXA9	NFKB1	-1
SREBF1	PPARG	1
SREBF2	PPARG	1
H3F3B	KLK2	1
H3F3B	KLK3	1
JAK2	CCR5	1
EZH2	PCNA	1
PPARG	PCK1	1
AR	BTG2	-1
AR	BTG1	-1
PTGDR	CDC6	1
FOXP3	RSPO3	1
JAK2	CD3E	1
JMY	BAX	1
HLF	DBP	1
FOS	EZR	1
SLC26A2	CTNNB1	1
HIF1A	VIM	1
TAF12	CCND2	1
TAF10	CCND2	1
AR	TMPRSS2	1
ATF4	HERPUD1	1
JUN	HLA-A	-1
RRP1B	E2F1	1
JUN	UGT2B15	1
TP53	CRYAB	1
MAML1	TNFRSF12A	-1
MEOX2	CTNNB1	1
FANCI	ATM	1
ATM	FANCI	1
FANCI	ATR	1
ATR	FANCI	1
NKX3-2	SOX9	1
STAT3	GFAP	1
TBL1XR1	PPARA	1
NUPR1	MSL1	-1
XBP1	SEC31A	1
LEF1	MYCBP	1
MYCBP	LEF1	1
MED1	TRIB3	1
NFKB1	TRAF1	1
FOS	FAS	1
TFDP1	NRIP1	1
IL12RB1	IL6	1
ETV4	ERBB2	-1
FOSL1	DMTF1	1
WT1	TBXA2R	-1
PTGDR	TYMS	1
RORA	NPSR1	-1
CRY2	ARNTL	1
ARNTL	CRY2	1
CRY1	ARNTL	1
ARNTL	CRY1	1
CARM1	TXNRD1	1
STAT4	TALDO1	-1
MAX	SERPINE1	-1
CDK12	CHEK1	1
MYC	PDCD10	1
TP53	SCO2	1
SDC2	CTNNB1	-1
GATA6	SULT2A1	1
H2AFJ	CCND1	1
H2AFZ	CCND1	1
H2AFX	CCND1	1
JUN	CCK	1
H2AFV	CCND1	1
APCS	TP53	1
TP53	APCS	1
KIF2C	E2F1	-1
CBX7	CCNE1	-1
CISH	SOCS2	1
SOCS2	CISH	1
CISH	SOCS1	1
SOCS1	CISH	1
CDK11B	POU2F3	1
ZNF382	CDK6	-1
FLI1	MPL	1
AGRP	FOXO1	1
FOXO1	AGRP	1
IL2	MYC	1
ATF4	BGLAP	1
FOS	FASLG	1
NR1H4	INS	1
MYC	IGK	1
JUN	LIF	1
NCOR1	NR1D1	-1
CIITA	COL1A2	-1
CIITA	COL1A1	-1
SREBF1	PDX1	-1
MYBL2	CCNB1	1
MYBL2	CCNB2	1
SP1	TGFB1	1
EZH2	HDAC1	-1
NCOA1	ALAS1	1
HOXA10	IGFBP1	1
NCOA2	ALAS1	1
NCOA6	ALAS1	1
HLA-DRA	GLI2	-1
FZR1	IL6	1
HDAC7	MEF2A	-1
HDAC5	MEF2A	-1
SIRT1	TBX3	-1
HDAC9	MEF2A	-1
HDAC7	MEF2C	-1
HDAC7	MEF2D	-1
HDAC4	MEF2A	-1
TFDP2	CDKN2C	1
TFDP1	CDKN2C	1
CNTN2	GLI2	1
EP400	CDKN1A	-1
TFDP2	CDKN1B	1
TFDP1	CDKN1A	1
TFDP1	CDKN1B	1
TFDP2	CDKN1A	1
PGK1	HIF1A	1
HIF1A	PGK1	1
PAX5	FHL2	1
HIF1A	PGM1	1
RXRA	CPT2	1
JUN	CXCL8	1
SPI1	TLR4	1
RUNX3	CASP7	1
ABCA3	GATA6	1
RUNX3	CASP8	1
RUNX3	CASP2	1
RUNX3	CASP3	1
RUNX3	SPP1	1
IL18RAP	IFNG	1
RUNX1	SPI1	1
MYC	FUT3	1
MYB	IL7	1
JUN	LOR	1
JAK1	FOXO3	1
WWTR1	CCN2	1
GABPB1	TWNK	1
FOXO4	IGFBP1	1
FOXO3	IGFBP1	1
IGFBP1	FOXO1	1
IL13	ITGAX	1
IL13	ITGB2	1
IL13	ITGB1	1
IL13	ITGAM	1
IL1A	ITGA6	1
FOS	NR3C1	1
MZF1	PADI1	1
FGF10	PTF1A	1
JUN	MGP	1
RUNX3	BCL2L11	1
MNAT1	RAD51D	1
BRCA1	FOXC1	-1
BRCA1	FOXC2	-1
NCOA2	CD36	1
NCOA3	CD36	1
NCOA6	CD36	1
NCOA1	CD36	1
PTTG1	CDK1	1
ARNT	CYP1B1	1
SND1	LECT2	1
ARNT	CYP1A1	1
ATF4	CCL2	1
SALL4	ZEB1	1
HIF1A	PFKL	1
PFKL	HIF1A	1
MYCN	GRHL1	-1
TP73	PMAIP1	1
TP63	PMAIP1	1
RXRA	ACSL1	1
STAT3	PIM1	1
RBBP4	CCNB1	1
TP53	PMAIP1	1
RBBP4	CCNB2	1
JUN	MYB	1
FOXP3	BRCA1	-1
CREG1	HSPA4	-1
TFDP1	FBXO5	1
TFDP2	FBXO5	1
OTX2	IL6	1
EPCAM	CTNNB1	1
SIN3A	KLK3	-1
STAT3	PIAS3	1
FOXA2	IGFBP1	1
TP53	RPS27L	1
FEN1	GLI2	1
NR3C1	FGG	1
TGS1	UGT1A9	1
BRCA1	CHEK1	1
CHEK1	BRCA1	1
TBL1XR1	NPAS2	1
RNF187	PLAU	1
CEBPB	CDKN2B	1
MYB	KIT	1
TP53	NLRC4	1
CDKN1A	CEBPA	1
CEBPB	CDKN1A	1
SOX6	TP53	1
WT1	AMH	1
IL23R	IL1B	1
IL23A	IL24	1
SP1	EPO	1
SMARCD3	TIAM2	1
IL23R	IL19	1
IL1B	IL23A	1
IL23A	IL1B	1
IL6ST	IFNG	1
IL23A	IL19	1
IL10	IL1RN	1
CBFB	SMURF1	1
RELA	IL23A	1
IL13	MAOA	1
MAP2K3	TNF	-1
SP1	ENG	1
NPM1	MYBL2	-1
IL23R	IL24	1
LAMC2	CTNNB1	1
SIN3B	TERT	-1
TBL1X	CD36	1
SIN3A	TERT	-1
NFIB	CDKN1A	1
RELA	IL1RN	1
POU5F1	LEFTY1	1
MTA1	SNAI1	1
MTA1	SNAI2	1
RELA	IL17C	1
RELA	IL17A	1
NFKB1	BHMT	-1
ERBB4	CSN2	1
HIST2H3C	MYC	1
HOXA10	EMX2	-1
SP1	FAS	1
TGIF1	SERPINE1	-1
TGIF2	SERPINE1	-1
EGR2	SCD5	-1
NFYA	CDKN1B	1
NFYB	CDKN1B	1
GATA2	PPARG	-1
NFYC	CDKN1B	1
SP1	EZR	1
JUN	NTS	1
COPS5	EPO	1
ATF2	GADD45A	1
IL2RA	IL2RG	-1
IL2RB	IL2RG	-1
COL5A2	GLI2	1
CREB1	PPP2CA	1
FOXA1	CFTR	-1
FOXA2	CFTR	-1
IL2RG	TNFRSF9	1
DNMT1	CXCR4	-1
IL2RG	TNFRSF4	1
IL2RB	TNFRSF9	1
IL2RA	TNFRSF9	1
IL2RA	TNFRSF4	1
IL2RB	TNFRSF4	1
KHSRP	CXCL8	-1
TRPM1	MITF	1
MITF	TRPM1	1
FOS	SRR	1
SRF	FOS	1
XBP1	ACADVL	1
GABPA	TFAM	1
KAT5	KLK3	1
IL12B	IL24	1
SP3	FOS	1
DNMT3A	CDKN1A	-1
IL12B	IL1B	1
KAT5	TFF1	1
IL12B	IL19	1
RELA	IL12A	1
RELA	IL12B	1
MYB	LCK	1
LCK	MYC	1
RING1	UXT	-1
HDAC9	HSPA5	-1
HDAC1	HSPA5	-1
WWTR1	BGLAP	1
CDKN1A	GLI2	-1
MYCN	SKP2	-1
SREBF1	PCK1	-1
MYB	LYZ	1
TBP	FOS	1
SOX2	MKI67	-1
FOXI1	CFTR	-1
TFAP4	CDKN1A	1
LMO2	CDH1	-1
CALM2	CBLB	1
TP53	SPP1	1
SPDEF	MMP9	-1
RPS16	MYC	1
RPS19	MYC	1
RPS20	MYC	1
SNAI2	MMP9	1
SNW1	PLXND1	1
ANGPT4	ANGPT2	-1
ANGPT1	ANGPT2	-1
NR5A1	AMH	1
RXRA	ACOX1	1
ATF5	CYP2B6	1
TRPV3	AR	1
CREBBP	PSMC5	1
ERG	CXCR4	1
TP53	BCL2L14	1
TWIST1	BMI1	1
FOS	LBP	1
BCL2	TCF7	1
TP73	BCL2L11	1
TP53	CCNB2	-1
PML	BAX	1
TP53	CCNB1	-1
EZH2	CIITA	-1
HIF1A	RECK	-1
TRERF1	LILRB4	-1
TRERF1	LILRB1	-1
TRERF1	LILRB2	-1
TP53	CCND1	-1
TP73	CCNB1	-1
HDAC1	CLDN7	1
CREB1	CCND1	1
KAT2B	CDK2	-1
CRX	NR2E3	1
SUPT3H	CAD	1
FAM120B	ADIPOQ	1
JUN	HRK	1
FOS	CXCL8	1
PRKCH	GLI1	-1
EPHB3	CTNNB1	1
DR1	NR1I2	1
SUPT7L	CAD	1
SP1	RECQL4	1
E2F1	RAD51	1
RAD51	E2F1	1
IRF1	CYBB	1
IRF8	CYBB	1
PTTG1	TCF7L2	1
LMX1B	NLRP2	1
SMARCD3	TNFRSF21	1
CHD9	HMGCR	1
POLR2A	CHEK1	1
POLR2D	CHEK1	1
MLXIPL	PKLR	1
POLR2E	CHEK1	1
POLR2B	CHEK1	1
POLR2C	CHEK1	1
POLR2H	CHEK1	1
POLR2I	CHEK1	1
POLR2F	CHEK1	1
POLR2G	CHEK1	1
POLR2L	CHEK1	1
POLR2J	CHEK1	1
POLR2K	CHEK1	1
ESR1	CDKN1A	1
ESR2	CDKN1A	1
TBL1X	ACADM	1
ABL1	FOXO3	1
TP63	S100A2	1
CREM	CCL4	-1
TP73	S100A2	1
NR1H4	DCN	1
WDR5	GP1BA	1
NFKB1	SERPINE1	1
POU5F1	BMP4	-1
APH1A	HIF1A	1
IL12RB1	CD4	1
NFKB1	SERPINB1	1
TBL1X	TXNRD1	1
BHLHE40	NR1H2	1
BHLHE40	NR1H3	1
NR1H3	BHLHE40	1
ZNF175	FOXD3	-1
PPARGC1A	ARNTL	1
SUPT5H	ATM	1
SUPT5H	ATR	1
SREBF2	NFYA	1
CDKN2A	PLK1	-1
MITF	SERPINF1	1
SUPT16H	FANCD2	1
PIAS4	SOCS1	-1
TP53	UHRF1	-1
PML	HIPK2	1
TP53	S100A2	1
CDK1	FOXO1	-1
NR3C1	BAX	1
NR3C1	BAD	1
JUN	IL5	1
JUN	IL6	1
JUN	IL3	1
JUN	IL4	1
PPP2R4	TP53	-1
PARP1	E2F1	1
SP1	APC	1
SP1	APP	1
CDKN1A	CTNNB1	-1
FAM120B	PLIN1	1
CTNNB1	CDKN2A	-1
TGS1	PLIN2	1
NCOA6	TXNRD1	1
NCOA1	TXNRD1	1
NCOA2	TXNRD1	1
SSRP1	CDKN1A	1
NCOA2	ACADM	1
NCOA1	ACADM	1
HELZ2	ADIPOQ	1
NCOA6	ACADM	1
CDC25A	ESR1	1
SPI1	GATA1	1
CEBPA	HBP1	1
NF1	FOS	1
BCL3	NFKB1	-1
SF1	AMH	1
NFATC1	CD3G	1
STAT6	PIGR	1
BCL6	NFKB1	-1
NCOA1	CYP1A1	1
NCOA2	CYP1A1	1
NCOA6	CYP1A1	1
PPARGC1B	RUNX2	-1
MSX1	NOTCH3	1
IL23R	IFNG	1
E2F1	SERPINB5	1
HDAC2	ALOX5	1
HDAC3	ALOX5	1
SP1	BAX	1
IL23A	IFNG	1
TEF	ALB	1
DUSP1	E2F1	1
E2F1	DUSP1	1
TRRAP	MDM2	1
PRDM1	CIITA	-1
E2F4	HCFC1	1
HCFC1	E2F1	1
SP1	FMR1	1
NANOG	SALL1	1
CREB1	PPARGC1A	1
SMARCD3	ANKRD1	1
CYP8B1	SREBF1	1
SPDEF	KLK3	1
FOS	NTS	1
LRRFIP1	EGFR	-1
REST	STAT1	-1
GATA2	CYBB	-1
TCF3	POU5F1	-1
TP73	TP53I3	1
TP63	TP53I3	1
TP53	TP53I3	1
POU2F1	TMPRSS2	1
TSC22D1	CNP	1
CEBPA	HAMP	1
IRF7	CXCL10	1
HNF1A	HNF4A	1
IRF3	CXCL10	1
IRF1	CXCL10	1
HNF1A	HNF4G	1
TCF4	CNTNAP2	1
SVIL	KLK3	1
NFATC2	CTLA4	1
F2	ANGPT2	-1
F2	ANGPT1	-1
ATF2	CBFB	1
DAPK2	SP1	1
WT1	ODC1	1
HDAC9	ESR1	-1
HDAC7	ESR1	-1
HDAC1	ESR1	-1
IL12A	IFNG	1
IL12B	IFNG	1
SP1	CA9	1
PPARA	APOA5	1
PPARA	APOA2	1
PPARA	APOA1	1
KDR	S1PR1	1
BRCA1	AREG	-1
MAF	IL4	1
ABL1	CSF1	1
DLX5	IBSP	1
ATF6	CALR	1
CALR	ATF6	1
BTF3	MADCAM1	-1
TGS1	ABCB4	1
CRX	RS1	1
LIN9	CDC6	-1
SP1	BSG	1
TGS1	ABCA1	1
SP3	BSG	1
POU5F1	TBXT	-1
CREBBP	HES5	1
CREBBP	HEY1	1
CREBBP	HEY2	1
JUN	HES1	1
KAT2B	ITGA2B	1
NTSR1	TCF7L2	1
CREBBP	HEYL	1
HNF1B	UMOD	1
TFDP2	XRCC1	1
TFDP1	XRCC1	1
KAT2A	TERT	1
FOXM1	TGFA	1
FOXO3	GADD45A	1
GADD45A	FOXO3	1
FOXO4	GADD45A	1
FOXO1	GADD45A	1
JUN	HEY1	1
HEY1	JUN	1
POU3F2	PDE5A	-1
CDX2	ACAT2	1
JUN	COL1A2	1
MYB	CSF1R	-1
DNMT1	RB1	-1
MYB	CSF3R	-1
WT1	SMAD3	1
ZNF202	POMGNT1	-1
SP3	SOX18	-1
HES6	NEUROG3	1
HELZ2	HMGCS1	1
ESR1	CD24	-1
HELZ2	HMGCS2	1
HNF1A	UGT1A8	1
HNF1A	UGT1A1	1
HNF1A	UGT1A9	1
SP1	HBEGF	1
SP3	HBEGF	1
SIN3A	E2F1	-1
MYC	JUNB	-1
ZNF382	IKBKE	-1
RELA	COL1A2	-1
COL1A1	RELA	-1
SNAI2	POU5F1	1
ZFPM1	GP1BA	1
CHEK1	ATM	1
ATM	CHEK1	1
CHEK1	ATR	1
ATR	CHEK1	1
FOXO1	EGR1	-1
NFKBIA	NFKB1	-1
SIRT1	DLL4	-1
MYOG	MYEF2	1
FOXA1	TFF3	1
FOXA1	TFF1	1
IKBKB	VCAM1	-1
RUNX3	CCND1	-1
GCLC	ATF3	-1
KLF2	FOXO1	1
FOXO3	KLF4	1
FOXO1	KLF4	1
TWIST1	PFDN4	-1
TWIST2	PFDN4	-1
PML	IFNB1	1
GFI1	CDKN1A	-1
MAMLD1	MYC	1
E2F1	TNFSF11	1
TNFSF11	E2F1	1
FOXA2	TFRC	1
FOXA3	TFRC	1
ATF1	MITF	1
